repo-url	repo-name	repo-description	author-name	author-url	repo-tags
Azure AD SAML SSO Autocreating teams	Code and documentation on configuring Azure Active Directory to automatically create teams as part of the just-in-time provisioning workflow via SAML.	Jtotzek	User Management, Team Management, Azure AD, Microsoft Entra, SAML, SSO, Automation Script	https://dev.azure.com/jtotzek/_git/AD-Veracode-Teams	https://dev.azure.com/jtotzek/
Veracode API Credentials Expiry	A simple example to get the expiration dates of api credentials for your users.	Christyson	User Management, API Credentials, Bulk Processing, Automation Script	https://github.com/christyson/veracode-python-api_credentials_expiry-example	https://github.com/christyson
Veracode Get User List	Get a list of users with their attributes.	Christyson	User Management, Bulk Processing, Automation Script	https://github.com/christyson/veracode_get_user_list	https://github.com/christyson/
Veracode Offboard	Deactivates a provided list of users on the Veracode Platform.	Tjarrettveracode	User Management, Bulk Processing, Automation Script	https://github.com/tjarrettveracode/veracode-offboard	https://github.com/tjarrettveracode
Veracode User Bulk Role Assign	Uses the Veracode Identity API to add roles (Security Labs User, Greenlight IDE User, or eLearning) to existing users.	Tjarrettveracode	User Management, Bulk Processing, Automation Script	https://github.com/tjarrettveracode/veracode-user-bulk-role-assign	https://github.com/tjarrettveracode/
Veracode UM Powershell Tool	A completed User management tool write in Powershell using the Veracode APIs. You can use to create, block, delete and update users, in Windows, Linux or Mac terminal. This a simplified and translated version from the [original in Portuguese|https://github.com/IGDEXE/Veracode-UM].	IGD753	User Management, Powershell, Plugin	https://github.com/IGDEXE/Veracode-UM-Tool	https://github.com/IGDEXE
Veracode UM Powershell Tool in Portuguese	A completed User management tool write in Powershell using the Veracode APIs. This version is completed in Portuguese, and you can use to create, block, delete and update users, in Windows, Linux or Mac terminal.	IGD753	User Management, Powershell, Portuguese, Plugin	https://github.com/IGDEXE/Veracode-UM	https://github.com/IGDEXE
DefectDojo	DefectDojo is an open-source application vulnerability correlation and security orchestration application. DefectDojo supports importing Veracode results.	DefectDojo	Vulnerability Correlation, DefectDojo, Plugin	https://github.com/DefectDojo/django-DefectDojo	https://github.com/DefectDojo
Veracode Archer	Script to export a Veracode Archer report file to disk. Usage: set on a timer and run daily or weekly, then import the results into RSA Archer.	Veracode	Vulnerability Correlation, Archer, Plugin	https://github.com/veracode/veracode-archer	https://github.com/veracode/
auth.js	Veracode custom HMAC request signing algorithm (used for API authorization, written in JavaScript) uses Web Crypto API instead of the Node Crypto library	ThibaudLopez	HMAC, Veracode APIs, Javascript, Library	https://gist.github.com/ThibaudLopez/fe1baeaa4461cbf0bfa8fd258ff43243	https://github.com/ThibaudLopez
Veracode Python HMAC Example	A simple example of usage of the Veracode API signing library provided in the Veracode Help Center	Veracode	HMAC, Veracode APIs, Python, Example Script	https://github.com/veracode/veracode-python-hmac-example	https://github.com/veracode/
NodeJS	NodeJS lib, written in JavaScript, to generate authorization header with Veracode API Key and ID. Sample usage in the comment of the gist	mrpinghe	HMAC, Veracode APIs, NodeJS, Library	https://gist.github.com/mrpinghe/f44479f2270ea36bf3b7cc958cc76cc0	https://github.com/mrpinghe
vcodeHMAC	Go package that creates an authorization header using Veracode API Key and ID.	Brian1917	HMAC, Veracode APIs, GoLang, Library	https://github.com/brian1917/vcodeHMAC	https://github.com/brian1917/
vcodeHMAC-CLI	CLI tool to generate an authorization header for Veracode APIs using API ID and Key. Given an HTTP method and URL, and the location of your Veracode API credentials file, you will get the value of an Authorization header printed out for piping into curl, httpie, or other scripting uses.	Brian1917	HMAC, Veracode APIs, CLI, Plugin	https://github.com/brian1917/vcodeHMAC-CLI	https://github.com/brian1917/
veracode-go-HMAC-authentication	A simple Go package that follows the format of the existing HMAC Authentication Examples found in the [Veracode Help Center|https://docs.veracode.com/r/c_HMAC, Veracode APIs_signing_example_c_sharp].	antfie	HMAC, Veracode APIs, GoLang, Example Script	https://github.com/antfie/veracode-go-HMAC-authentication	https://github.com/antfie/
Veracode_HMAC_Auth	A PowerShell example for doing HMAC authentication to the Veracode APIs.	rafaelzm2000	HMAC,  Veracode APIs, Native, Windows, PowerShell, Example Script	https://github.com/rafaelzm2000/Veracode_HMAC_Auth	https://github.com/rafaelzm2000/
Using curl and openssl to access the Veracode API endpoint	Short article illustrating use of built-in shell tools to handle HMAC signing and send API requests from the command line.	m9aertner	HMAC,  Veracode APIs, OpenSSL, Native, CLI, Example Script	https://gist.github.com/m9aertner/7ae804a5297617456f81c8b5a3a9305b	https://gist.github.com/m9aertner
.NET Core Nuget Package Wrapper	C# NuGet package that wraps XML APIs.	Seb Coles	API wrappers, Veracode APIs, .NET	https://github.com/sebcoles/VeracodeServicesCore	https://github.com/sebcoles
GO Wrapper	Wrapper written in Go for easy use of Veracode APIs.	Brian1917	API wrappers, Veracode APIs, Go	https://github.com/brian1917/vcodeapi	https://github.com/brian1917
node-veracode-api-client	Node.js API client.	M4l1c3	API wrappers, Veracode APIs, Node.js	https://github.com/m4l1c3/node-veracode-api-client	https://github.com/m4l1c3/
veracode-api (Ruby)	Ruby Wrapper for the Veracode API.	Mort666	API wrappers, Veracode APIs, Ruby	https://github.com/mort666/veracode-api	https://github.com/mort666
veracode-api-clients	Client code using the Veracode REST and XML APIs. Includes handlers for Veracode Dynamic Analysis scanning.	Jourzero	API wrappers, Veracode APIs, DAST	https://github.com/jourzero/veracode-api-clients	https://github.com/jourzero/
veracode-api-py	Python helper library for working with the Veracode APIs. Handles retries, pagination, and other features of the modern Veracode REST.	tjarrettveracode	API wrappers, Veracode APIs, .NET	https://github.com/tjarrettveracode/veracode-api-py	https://github.com/tjarrettveracode
Bash shell - ARCHIVED	Bash script for scanning a directory of code with the Veracode platform.	Aparsons	Bash, ARCHIVED, CLI, Native, Plugin	https://github.com/aparsons/Veracode	https://github.com/aparsons/
F5 WAF	Transforms Veracode dynamic result files into the F5 generic scanner result format for import into the F5 web application firewall.	Julz0815	WAF, F5, DAST, Automation Script	https://github.com/julz0815/veracode-dynamic-2-F5-waf-export	https://github.com/julz0815/
verapi	Lambda function for automating Veracode static scans	Fsclyde	Lambda, API, SAST, Example Script	https://github.com/fsclyde/verapi	https://github.com/fsclyde/
veracode-api (Node)	Node.js package for automating Veracode scanning from the command line.	Kinichahau87	Node.JS, SAST, Automation Script	https://github.com/kinichahau87/veracode-api	https://github.com/kinichahau87/
Veracode-cli	Automated way to check application status and DevSecops compliance.	Adidas	Policy Evaluation, Scan Status, Automation Script	https://github.com/adidas/veracode-cli	https://github.com/adidas
VeraHooks Mitigation Webhooks	React .NET Core solution for creating custom webhooks that watch application profiles and trigger when mitigations meet specified conditions.	Seb Coles	Webhooks, Mitigations, Plugin	https://github.com/sebcoles/VeraHooks	https://github.com/sebcoles
Secure cryptography examples for Java	Code samples showing how to use the Java Crypto API securely. Accompanying code for the [Java Crypto blog series|https://www.veracode.com/blog/research/how-get-started-using-java-cryptography-securely].	1MansiS	Code Examples, Security Example	https://github.com/1MansiS/java_crypto	https://github.com/1MansiS/
VeraDemo	Sample insecure application written in Java and Javascript, showing vulnerabilities in realistic Java code.	Jtsmith2020	Insecure Application	https://github.com/jtsmith2020/verademo-java	https://github.com/jtsmith2020/
VeraDemoAPI	Sample insecure application written in Javascript, showing vulnerabilities in realistic Javascript code.	Veracode	Insecure Application	https://github.com/veracode/verademo-javascript-api	https://github.com/veracode
VeraDemoJava	Sample insecure application written in Java, showing vulnerabilities in realistic Java code.	Veracode	Insecure Application	https://github.com/veracode/verademo-java-web	https://github.com/veracode
VeraDemoDocker	Bringing the 2 demo apps above VeraDemoJave and VeraDemoAPI together and start them within a docker environment. You will get a Java Web Application, a JavaScript node express API. a MySQL database and a vulnerable container.	Veracode	Insecure Application	https://github.com/veracode/verademo-app-docker	https://github.com/veracode
NodeGoat	NodeGoat, built w/CircleCI, showing how to use a yaml file to scan w/Veracode.	Buzzcode	Insecure Application	https://github.com/buzzcode/NodeGoat	https://github.com/buzzcode/
Security Labs Scripts	Python scripts to automate various administrative tasks in Veracode Security Labs.	Dave Ferguson	SecLabs, Security Labs, Veracode APIs	https://github.com/gmdavef/security-labs-scripts	https://github.com/gmdavef
Extract All Findings	Gets count of ALL findings for all available application profiles. Also includes latest scan names and dates.	Cadonuno	Scan Results, SAST, DAST, SCA, Automation Script	https://github.com/cadonuno/extract-veracode-findings	https://github.com/cadonuno
Veracode Collections	Report Produces a report summarizing the security state of a Collection in the Veracode Platform.	Tjarrettveracode	Scan Results, SAST, Collections, Automation Script	https://github.com/tjarrettveracode/veracode-collections-report	https://github.com/tjarrettveracode
Extract Findings	This is a fork of [Extract All Findings|https://github.com/cadonuno/extract-veracode-findings] modified to save individual finding information instead of totals	Cadonuno	Scan Results, SAST, DAST, SCA, Automation Script	https://github.com/cadonuno/extractallfindings	https://github.com/cadonuno
Veracode Bulk Application Update	This script allows for bulk updating application profiles in the Veracode platform	Cadonuno	Application Management, One-of run	https://github.com/cadonuno/Veracode-Bulk-Application-Update	https://github.com/cadonuno
Veracode Bulk Application Creator	This script allows for bulk importing application profiles into the Veracode platform	Cadonuno	Application Management, One-of run	https://github.com/cadonuno/Veracode-Bulk-Application-Creator	https://github.com/cadonuno
Veracode Application Profile Splitting Helper	This script is a helper for splitting application profiles. This is usually recommended when working with microservices to ensure that all of them can be scanned individually.	Cadonuno	Application Management, One-of run	https://github.com/cadonuno/Veracode-Application-Profile-Splitting-Helper	https://github.com/cadonuno
Veracode Bulk CVE Supression	Allows for bulk suppression of specific CVE across full application portfolio. Script can also be used to reverse the bulk suppression of CVE findings..	aszaryk	Automating common Veracode Platform tasks, Mitigations, Bulk Processing, SCA, Automation Script	https://github.com/aszaryk/veracode-bulk-cve-suppression	https://github.com/aszaryk
Veracode Credentials Generator	This script gives you a basic template to automate the rollout of credentials files for usage in Veracode integrations	Cadonuno	Automating common Veracode Platform tasks, Credentials Management, Automation Script	https://github.com/cadonuno/veracode-credentials-generator/	https://github.com/cadonuno
Veracode SCA Agent-Based Scan to Application Profile Link Script	This is a Python script that links Veracode SCA Agent-Based projects to a corresponding application profile. The script automates the process of associating a project scanned by the Veracode SCA agent with its corresponding application profile using the Veracode SCA API	tsaekao	Automating common Veracode Platform tasks, Software Composition Analysis, SCA, Automation Script	https://github.com/tsaekao/sca-auto-link	https://github.com/tsaekao
